05/14/2023 15:49,3001,1,1
05/14/2023 15:53,3002,2,2
05/14/2023 16:44,3003,3,3
05/14/2023 16:45,3004,4,4
05/14/2023 16:46,3005,5,5
05/14/2023 16:47,3006,6,6
05/14/2023 16:48,3007,7,7
05/14/2023 16:49,3008,8,8
05/14/2023 16:49,3009,9,9
05/14/2023 16:50,3010,10,10
05/14/2023 16:51,3011,11,11
05/14/2023 16:52,3012,12,12
05/14/2023 16:53,3013,13,13
05/14/2023 17:10,3022,22,22
05/14/2023 17:11,3023,23,23
05/14/2023 17:12,3024,24,24
05/14/2023 17:13,3025,25,25
05/14/2023 17:14,3026,26,26
05/14/2023 17:15,3027,27,27
05/14/2023 17:16,3028,28,28
05/14/2023 17:17,3029,29,29
05/14/2023 17:18,3030,30,30
05/14/2023 17:19,3031,31,31
05/14/2023 17:20,3032,32,32
05/14/2023 17:21,3033,33,33
05/14/2023 17:22,3034,34,34
05/14/2023 17:23,3035,35,35
05/14/2023 17:24,3036,36,36
05/14/2023 17:25,3037,37,37
05/14/2023 17:26,3038,38,38
05/14/2023 17:27,3039,39,39
05/14/2023 17:28,3040,40,40
05/14/2023 17:29,3041,41,41
05/14/2023 17:30,3042,42,42
05/14/2023 17:31,3043,43,43
05/14/2023 17:32,3044,44,44
05/14/2023 17:46,3051,51,51
05/14/2023 17:47,3052,52,52
05/14/2023 17:55,3053,53,53
05/14/2023 17:57,3054,54,54
05/14/2023 17:58,3055,55,55
05/14/2023 17:59,3056,56,56
05/14/2023 18:00,3057,57,57
05/14/2023 18:01,3058,58,58
05/14/2023 18:02,3059,59,59
05/14/2023 18:03,3060,60,60
05/14/2023 18:04,3061,61,61
05/14/2023 18:05,3062,62,62
05/14/2023 18:06,3063,63,63
05/14/2023 18:07,3064,64,64
05/14/2023 18:11,3065,65,65
05/14/2023 18:12,3066,66,66
05/14/2023 18:13,3067,67,67
05/14/2023 18:15,3070,70,70
05/14/2023 18:15,3071,71,71
05/14/2023 18:17,3072,72,72
05/14/2023 18:18,3073,73,73
05/14/2023 18:21,3076,76,76
05/14/2023 18:22,3077,77,77
05/14/2023 18:23,3078,78,78
05/14/2023 18:24,3079,79,79
05/14/2023 18:25,3080,80,80
05/14/2023 18:26,3081,81,81
05/14/2023 18:27,3082,82,82
05/14/2023 18:28,3083,83,83
05/14/2023 18:29,3084,84,84
05/14/2023 18:30,3085,85,85
05/14/2023 18:31,3086,86,86
05/14/2023 18:32,3087,87,87
05/14/2023 18:33,3088,88,88
05/14/2023 18:33,3089,89,89
05/14/2023 18:34,3090,90,90
05/14/2023 18:35,3091,91,91
05/14/2023 18:36,3092,92,92
05/14/2023 18:37,3093,93,93
05/14/2023 18:38,3094,94,94
05/14/2023 18:39,3095,95,95
05/14/2023 18:40,3096,96,96
05/14/2023 18:41,3097,97,97
05/14/2023 18:42,3098,98,98
05/14/2023 18:47,3103,103,103
05/14/2023 18:48,3104,104,104
05/14/2023 18:49,3105,105,105
05/14/2023 18:50,3106,106,106
05/14/2023 18:51,3107,107,107
05/14/2023 18:52,3108,108,108
